,text,target
1156,@caseyy_cook Best compliment!!! Thank you!!! #KUWTK,0
1157,@shaaamm_ I honestly can’t believe it either! I love you and I love these chats #KUWTK,0
1158,@tash_kardash @KUWTK Awwwww I love you boo!!!!!! So much #KUWTK,0
1159,@WillDWhitehurst I know 😫😫 but we won’t be gone for long,0
1160,@Khlomoney98 3 snaps!!!!!!!! #KUWTK,0
1161,@wbkimabs I love you!!!!!!!!,0
1162,@khloesheart @NurtecODT Awwwww thank you #KUWTK,0
1163,@Khlocaine_ Brown just for you!!!!!,0
1164,@littlejmuir @KimKardashian Hahahaha I love you #KUWTK,0
1165,@rodrigokardash ❤️❤️❤️❤️❤️,0
1166,@KardashDoll09 I love you booooooo #KUWTK,0
1167,@Aussie_Kardash Hahaha he’s so crazy I swear #KUWTK,0
1168,@khloeokurrr ❤️❤️❤️❤️❤️,0
1169,@Khlocaine_ There’s my girl!,0
1170,Commercial break with @NurtecODT https://t.co/rwen5GqldT,0
1171,@msbrixonbaby Hahaha that’s right! He was TRYING his hardest #KUWTK,0
1172,Talk to me about the episode guys #KUWTK,0
1173,@KardashiNavarro Thank you baby!!! ❤️❤️❤️❤️💋💋💋 #KUWTK,0
1174,@narcicismo @KimKardashian She’s a legend!!!!! She is literally incredible! #KUWTK,0
1175,@khloesheart Wow really?? #KUWTK,0
1176,@DramaKing25 Awawww I love them!! #KUWTK,0
1177,@bound2kimk OMG really?? #KUWTK,0
1178,Good old Torts #KUWTK,0
1179,@kelsssmiller I love it! I’m sick LOL #KUWTK,0
1180,@BonGucci Thank you queen #KUWTK ❤️👑,0
1181,@sdottnicole Then you get me #KUWTK,0
1182,@kenzkardash Awww thank you babe #KUWTK,0
1183,@kamarikardash 3 snaps! ❤️❤️❤️ #KUWTK,0
1184,@JOSHSCR0WN ❤️❤️❤️❤️❤️,0
1185,❤️❤️❤️❤️ #KUWTK https://t.co/Mle0zBKE7r,0
1186,@RachieReGAGA FORVER!!!!!! #KUWTK,0
1187,@meltingdolann_ Awwwww thank you #KUWTK,0
1188,@DAKITlZ Thank you babe #KUWTK,0
1189,@Kardash1an20 He’s my guy #KUWTK,0
1190,❤️ #KUWTK https://t.co/xIP9bG81ED,0
1191,Episode one of the final season of #KUWTK start now East Coast,0
1192,The Final Season of Keeping Up with the Kardashians premieres tonight! 8/7c on E! #KUWTK https://t.co/sja3hm38Zf,0
1193,Today is a big day! The launch of good swim and also the premiere of the final season of keeping up with the Kardashians. It’s bittersweet for sure. I’m really excited to chat with you guys tonight. I’ve missed you ❤️❤️ #KUWTK,0
1194,"✨Shine on cover up✨

Sizes XS-5XL

OUT NOW

Summer is coming!!!  https://t.co/KhQb4dsVH1 https://t.co/2i00ssUIha",0
1195,"SWIM OUT NOW @goodamerican

This collection is so amazing - we designed it to provide you guys with multiple levels of support + coverage and make you look and feel hot af.

Available in sizes 00-32. Starting at $39. Shop now https://t.co/Vq1xm8kKlF https://t.co/Oh0edEB8pX",0
1196,"Drops tomorrow @ 9am PST

Available in sizes 00-32
Join the waitlist https://t.co/EcybKrVa7G https://t.co/WH3PYl4eAV",0
1197,New Good Swim out tomorrow!!! ⁦@goodamerican⁩ https://t.co/1HUg3Azxd9,0
1198,😬 https://t.co/VTJ5e1yXaT,0
1199,🌪✨ https://t.co/Dz2EfUFfjo,0
1200,My soulmate 🤍🌪 https://t.co/GLiQAkHG5j,0
1201,"One thing about me, I’ll give you your love and praise. I won’t wait until later. I know you are beautiful and you are worthy of any blessing that comes your way! You are deserving of anything your heart craves! 💋",0
1202,I am so blessed to have my family and friends! I know how lucky I am!!! We are always protected by God and one another! 🙏🏽❤️ blessings to all the beautiful souls ❤️✨,0
1203,"So sad that after documentaries are made or that person is sadly gone, the guilt is felt by the ones doing the breaking. But not a second sooner does one think to change their ways. &amp; you wonder why others go crazy. I don’t. You won’t let up until someone breaks. It’s despicable",0
1204,Queens see Queens!!!!!!!! 👑🎤 https://t.co/L4TpdNITx2,0
1205,All of these marathons on E are giving me the feels! ❤️❤️❤️ #Memories,0
1206,I love how much you guys are loving True’s closet!! Just added new items for you 😍😍 https://t.co/LV8cTMe4O5,0
1207,@Khlomoney98 @dolcegabbana I did forget but I caught myself,0
1208,@msbrixonbaby @dolcegabbana 💋💋💋💋,0
1209,@Khlocaine_ @dolcegabbana I love when you get bossy,0
1210,@Khlocaine_ OMG what was it LOL,0
1211,@ShalaLynn_ It has changed my life! Truly! I am so so grateful!!!!!!!!,0
1212,#DGNextChapter @dolcegabbana https://t.co/xpqgu28BNU,0
1213,These boots were made for walking!!! https://t.co/bOC2cslkte,0
1214,"Good 90s is has dropped!! All Inclusive size range and cuts, designed to vibe with all body types https://t.co/WV4q4XfPfe https://t.co/rC5SIz9Dp3",0
1215,💌 Great Morning Kings and Queens 💌 https://t.co/bRagoi8rH8,0
1216,Look at my cutie pie!! 💕💕 https://t.co/nOMFViLtZo,0
1217,Happy Friday loves!!! New pieces from my tutus closet up now! Happy shopping 🤍 https://t.co/LV8cTMe4O5 https://t.co/sgZXU4gKm0,0
1218,❥ Good American Booties x Skims tights ❥ https://t.co/J7FtU3uVZG,0
1219,https://t.co/1t0UuXkvHz https://t.co/IAWGAebUeg,0
1220,https://t.co/1t0UuXkvHz https://t.co/VABfuwQ35D,0
1221,https://t.co/1t0UuXkvHz https://t.co/sk7r0pAnL0,0
1222,Boots out now!!! https://t.co/1t0UuXkvHz https://t.co/bPWcgTntTv,0
1223,@narcicismo 🤣🤣🤣🤣🤣🤣🙄,0
1224,@TrulyAKhloeKFan My speed walk at 3.5 on a 8 incline I can do for an hour and I’m dripping wet. I just depends how long your legs are and what your endurance is. But I hate running. So I like my brisk walk. And that can be great cardio,0
1225,@TrulyAKhloeKFan I don’t really love the treadmill but I do it every day to warm up but I go at an incline and I just do a speed walk and I warm up. when I have to do sprints those are in short intervals. I range anywhere from 7mph to maybe 11 mph but super short. 30sec intervals. Hate running Ha,0
1226,@bskmdob It made me laugh 🤍 Laughter is a great way to start any day,0
1227,@njkardashian You’re so right! I promise you I’m going to start doing that more. It’s a must,0
1228,@Khlomoney98 No really it sort of made me happy. Just because it’s so silly,0
1229,I absolutely love how my GA campaign turned out! I have so many more photos to post and I’m so excited about it! Stay tuned! Hope the “concern and confusion” is now put to rest and we can just enjoy the photos LOL this really made me laugh today. Thanks for the giggle. No lie 💋,0
1230,@tash_kardash Hahaha is that not the dumbest thing LOL,0
1231,Not to worry! I don’t have freakishly long fingers. It’s the lens! 🤦🏼‍♀️🤦🏼‍♀️ I can’t believe I’m even tweeting this LOL my old hands normal sized hands are still in tack. Nope I didn’t get a surgery to stretch my fingers and nope it’s not a “photoshop fail”. Have a great day 💋 https://t.co/NwVHhPmYLR,0
1232,"I mean..LOL how could anyone believe this is the size of my feet?! 🤪 it’s The angle and the type of lens. And personally I think this camera lens is so fucking cool. It gives the photo a different vibe and not the same old visual I always see. Either way, I’m happy with them https://t.co/DgAtu70l3W",0
1233,GREAT MORNING!!!!!!!!,0
1234,It’s just the lens guys! LOL but some of these stories are really reaching 🤣🤣,0
1235,"HA I’m cracking up! 4a few of those GA photos, we shot on a camera lens that creates a stretching effect. The closer the object is to camera they will get elongated. So in some of my photos my feet/fingers look incredibly long. Not to worry! I still have normal size hands/fingers",0
1236,@msbrixonbaby You have me crying! ❤️❤️❤️ facts though,0
1237,The accuracy of this tweet!!! https://t.co/mj1CxBiNiF,0
1238,@narcicismo Hahaha I know I just said bye On Twitter but I couldn’t leave without letting you know how much I love you. That wasn’t fucking Alexa! It was me! It was always me,0
1239,I love you guys! Happy Sunday! 🤍,0
1240,@planetkyliekj @kenzkardash What are you crazy people talking about LOL you both are not muted! Don’t be dramatic. Let’s have fun and live and happiness! I love you guys happy Sunday,0
1241,@imperiodash What,0
1242,@artworkbyjb @Khlocaine_ Ummmmmmm are you drunk already?,0
1243,@ilovekhloeKO I love this! I think this is the most perfect idea! Happy disco 24th birthday!,0
1244,@Aussie_Kardash We have a sick dynamic when you actually enjoy being bullied by me LOL it’s hysterical,0
1245,@Khlocaine_ That’s right!!!! TWENTY! THREE!!!!!!,0
1246,@ItsNoahEscott It took you long enough LOL,0
1247,@Aussie_Kardash I love you!!!! Oh my God since 2011! That’s crazy,0
1248,@Ross_Kardash Hahaha kicking you now,0
1249,@SophieDB1 Hi there! I hope you have a beautiful Sunday,0
1250,@Khlomoney98 @Khlocaine_ LOL she’s really really coming for me today lol she just called me geriatric ⚰️⚰️⚰️🪦🪦🪦,0
1251,@Khlocaine_ Ummmmmmmm yep! I was one of them 🥴,0
1252,@rogene_moilwa @kuwtkhloek This is the sweetest tweet! Thank you so much for being so sweet especially on social media! I really appreciate that. I hope you have a beautiful Sunday,0
1253,"@kourtneykdiva I love Pisces so so much! My dad, my brother, the twins, Jen, Tristan etc. so many people so close to me are Pisces",0
1254,@njkardashian What are you talking about?! I try to respond to you that your birthday tweet but for some reason it said it was erased. I cannot believe how fast time is just flying by us. I love you and I hope you celebrate your 26th birthday in the best way,0
1255,@_DreamHouse_ I love you baby! I hope you have a great Sunday,0
1256,@everyhour Happy belated birthday! I hope you have the best time! I love birthdays! I’m dancing for you,0
1257,@SrtaNjw I’m sending you so much love,0
1258,@Aussie_Kardash @kelsssmiller Oh no.... logging off LOL,0
1259,@Khlocaine_ That’s why you love me,0
1260,@bound2kimk Never ever ever feel ugly! You’re fucking beautiful! You’re perfect! Your magical! So many people love and adore you! I’m one of them!,0
1261,@Khlocaine_ Isnt your grandmother the best?!?!,0
1262,@khloloverdoll You are not on mute LOL your crazy but you’re not on mute,0
1263,@tash_kardash I’ll have Alexa DM you this week and we will get you some babe! ❤️❤️❤️,0
1264,@KhloeKObsessed It’s amazing! Nice and relaxing. The way every Sunday should be! How’s your day going,0
1265,@SrtaNjw Hi baby doll,0
1266,@Khlocaine_ You know how much I love you??? Wait how are you not hungover? Ugh..... I remember those days. Once you then 30 it’s hangover hell,0
1267,@Ross_Kardash Hiiiiiiiiiiii I see you,0
1268,@DanielKardash That is just crazy! Time fucking flies! Wow,0
1269,@kamarikardash You are so beautiful! I’m so proud of you,0
1270,@Khlocaine_ True LOL I do! Fair enough,0
1271,@Khlocaine_ All I see is brunch brunch brunch brunch,0
1272,@Ross_Kardash I love you and I miss you,0
1273,@artworkbyjb @Khlocaine_ I love when you talk to me dirty,0
1274,@Khlocaine_ you keep me young! That makes sense pfp,0
1275,@OwenFrostie This is a huge compliment! Thank you! I think I’m a vibe LOL,0
1276,@kelsssmiller Congratulations! I’m so fucking happy for you! You’re going to be the most beautiful bride! May God bless you forever and always,0
1277,@carlaxjenner 💜💜💜,0
1278,@Khlomoney98 Hi love! I hope you have a beautiful Sunday! I love you always and forever,0
1279,@njkardashian Oh nooooooo I love her so much! It’s not anything intentional. I must just not be seeing her tweets when I’m on,0
1280,@myrac ❤️❤️❤️❤️❤️❤️❤️,0
1281,@TrulyAKhloeKFan Have a beautiful day! I love you so much,0
1282,@NeveKardashian Happy Sunday beautiful,0
1283,@Khlocaine_ What is PFP,0
1284,@kyliesbirkins 😂😂😂😂,0
1285,@_DreamHouse_ Bless you babe! I pray you have a beautiful and positive day as well,0
1286,@kuwtkhloek Isn’t that fucking crazy? I thought I was the only one that noticed LOL,0
1287,@ankibn That they are. But we have to surround herself with the positive and good people. Because there really is so much good. We just have to focus on it! I love you and I hope you have a beautiful Sunday,0
1288,@kelsssmiller Thank you! You’re such a sweetheart! That was filmed in my backyard. It was such a simple shoot and it turned out great!,0
1289,@Khlocaine_ I was going to tag you in that photo but I thought it would be weird. You always say I don’t post enough sexy shots so here you go,0
1290,@Khlocaine_ Please never stop! You made my entire Sunday,0
1291,Join the waitlist https://t.co/1t0UuXkvHz https://t.co/MtAqf4ZXg1,0
1292,I MEAN 😩😍 new pieces from my baby’s closet up now!! 🛒 https://t.co/LV8cTMe4O5 https://t.co/UchvXsIVrt,0
1293,"I absolutely love @Snapple but I just found out that they’re changing their  packaging and they’re getting rid of their glass bottles. I’m trying to get rid of single use plastic and move everything to glass/aluminum. So @Snapple is it True, no more glass?",0
1294,@Khlocaine_ I love this side of you! I need more of this energy,0
1295,@rodashian Happy birthday baby doll! I hope you have a fantastic birthday! I love you,0
1296,@Khlocaine_ Ohhhhhhhh That’s how you’re feeling. Okkkkkkkkkkkk,0
1297,@KimKLegion @thejakecalderon You didn’t ask me for a happy birthday but I love you and I hope you have the most beautiful birthday,0
1298,@Khlocaine_ @DashDolls831 Burnnnnnnnn well I know you love me no matter what you say,0
1299,"@gigi_xo10 Oh my gosh! 💔💔 oh no. I’m still praying for the family. That’s just terrible. Anyone who is suffering and in pain, I am praying for deeply ❤️",0
1300,"I hope every1 has a beautiful Valentine’s Day tomorrow! I’m sending you my love and prayers! Remember to tell someone how much you appreciate them each and every day! To me, Valentine’s Day is not about gifts. It’s about showing your appreciation and love anyway you choose ♥️💋",0
1301,@Khlocaine_ @DashDolls831 I know you’re talking to me. I love you,0
1302,@thejakecalderon BINGE!!!! I can’t stop!    My wild Saturday night,0
1303,I am watching Cake Boss and I’m sobbing. The episode is about his mommy having ALS. I feel so badly for him and his family🥺 I have no idea how old or new this episode is but still sending love and prayers♥️♥️♥️ #OnlyLoveIsReal #LoveNeverEnds,0
1304,@KarenCivil Bless you beautiful! I so appreciate the blessings and love! May blessings and happiness shower upon you always 🤍✨,0
1305,@msbrixonbaby That is the best way to live! I’m so proud of you! I might post it later. It’s just too early for drama LOL,0
1306,I love you guys!!!! Have a beautiful day loves!!!! Happy Monday!!! Remember to talk to yourself with love and empathy!!! ♥️ I believe in you!,0
1307,@tash_kardash @khloeokurrr Judgment I deal with every day and that really doesn’t affect me. It’s just the drama I always try to remove myself from. I’m too grown LOL,0
1308,@tash_kardash @khloeokurrr I might post it again later today. I don’t know I just thought first thing in the morning I couldn’t stand to see already so much criticism about some thing that was supposed to be innocent and uplifting. I don’t really care what people say I just want to avoid drama,0
1309,@WeLive4Khloe Thank you! I appreciate you saying that! For you guys I would do it over and over again! I just don’t care for the drama first thing in the morning. My intent was to motivate and to encourage people to be believers in themselves. Simply that simple. Sending you all my love,0
1310,@khloeokurrr I hate when people twist/tear apart my words. That’s typically why I don’t post stuff like that. I used to write a lot on Instagram and I stopped because too many people over analyze the things that I say. I hate when peps take something beautiful and turn it into something else,0
1311,@KhloeKObsessed Muah!!!  Thank you!!!!,0
1312,@trukardashfan ♥️♥️♥️♥️,0
1313,@TravisLynnWhite 🤎🤎,0
1314,@khloeokurrr Thank you!!! I’m sure Someone well over analyze what I said and pick it apart. That’s why I refrain from posting too much stuff like that,0
1315,@kourtneykdiva Hehehe@♥️♥️♥️♥️,0
1316,@njkardashian Bravo! Amen,0
1317,@ciagababy Thank you for saying that! I hope you have a beautiful day,0
1318,@diana_guirguis Thank you so much! I always get anxious to post videos like that. Simply because people find something wrong with anything,0
1319,@MyleezaKardash Thank you boo 🥰🥰🥰,0
1320,@MIKESNEDEGAR Hahahaha Iovie and I will be there,0
1321,@Ross_Kardash Thank you for saying that,0
1322,@Ross_Kardash Oh my gosh I always get so nervous to post videos of little speeches because people just over analyze and they pick it apart. They make my words into some thing that they were never meant to be so definitely anxious over it LOL,0
1323,Time runs on by. Try and stay in the present in whatever you choose to do. Most things can wait(things phone related) Create memories. Make the people that you’re with feel validated by being present in their presence 🤍,0
1324,My TuTu is growing so quickly. I cannot believe she’s going to be 3 soon 🥺,0
1325,My beautiful baby girl 🐻🤎 https://t.co/IVroHUayb8,0
1326,Happy weekend!!! We still have a few of True’s pieces available 🛍shop now! 🛍 https://t.co/LV8cTMe4O5,0
1327,Great morning https://t.co/nul1yT38jT,0
1328,I’ll always be that girl that’s obsessed with sunsets https://t.co/iCbbaAhGtY,0
